"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","genename","entrezid"
"ENSG00000087586",566.2515951957,-2.02575148885201,0.0911414690751868,-22.2264520136369,1.90618150384753e-109,9.59856720401585e-108,"AURKA","aurora kinase A","6790"
"ENSG00000087510",14.0875372405696,4.72336463886424,0.930251147370591,5.07751552063666,3.82402278000471e-07,1.27646226461967e-06,"TFAP2C","transcription factor AP-2 gamma","7022"
"ENSG00000129946",48.7924508540489,2.80063841330744,0.325824180520977,8.59555116145571,8.28660942510508e-18,5.1981562694728e-17,"SHC2","SHC adaptor protein 2","25759"
"ENSG00000179855",3.76040340018594,-4.424840117563,1.40111172969711,-3.15809226614608,0.00158805286919211,0.0035467956451802,"GIPC3","GIPC PDZ domain containing family member 3","126326"
"ENSG00000167654",18.2323327323599,2.36711148177826,0.487187484674482,4.85872801794132,1.18142294847492e-06,3.76636002199633e-06,"ATCAY","ATCAY kinesin light chain interacting caytaxin","85300"
"ENSG00000125657",17.4773794665837,2.33351712742168,0.5073209434785,4.59968616990591,4.23127901055062e-06,1.27639113722478e-05,"TNFSF9","TNF superfamily member 9","8744"
"ENSG00000186994",2.24379311519197,4.51518122631595,1.54386521444236,2.92459547898216,0.00344904253835317,0.00735789092117736,"KANK3","KN motif and ankyrin repeat domains 3","256949"
"ENSG00000105088",793.128211520276,2.86562585501795,0.0934444336636082,30.6666298105455,1.58630947182252e-206,3.07952762464072e-204,"OLFM2","olfactomedin 2","93145"
"ENSG00000090339",268.260394067889,-2.44731090579648,0.131354193967651,-18.6313876388231,1.78827264197985e-77,5.31939003221182e-76,"ICAM1","intercellular adhesion molecule 1","3383"
"ENSG00000161888",109.919749166068,-3.13849738019505,0.222353207054264,-14.1149184298885,3.0737139447293e-45,4.75362427049644e-44,"SPC24","SPC24 component of NDC80 kinetochore complex","147841"
"ENSG00000102575",33.3164252378034,3.42443741032719,0.44306547872316,7.7289646221047,1.08424798178627e-14,5.8834110788064e-14,"ACP5","acid phosphatase 5, tartrate resistant","54"
"ENSG00000187867",13.8085851426307,-2.53653271391421,0.561727655811357,-4.51559165313029,6.31402303835195e-06,1.86987346262233e-05,"PALM3","paralemmin 3","342979"
"ENSG00000105011",87.5307834534588,-3.01421112835839,0.243532765253321,-12.3770250184735,3.48004859291612e-35,4.12406722408711e-34,"ASF1B","anti-silencing function 1B histone chaperone","55723"
"ENSG00000127507",7.82111558982903,2.17492299875524,0.749530089908638,2.90171539213369,0.00371125546770266,0.00787627490944838,"ADGRE2","adhesion G protein-coupled receptor E2","30817"
"ENSG00000130477",27.3054820035534,2.05021912640685,0.386120917575712,5.30978518149004,1.09754521753447e-07,3.81016050341261e-07,"UNC13A","unc-13 homolog A","23025"
"ENSG00000130513",4665.52215751242,4.22670314152856,0.139333107448276,30.3352391899939,3.9339156426554e-202,7.34696093566302e-200,"GDF15","growth differentiation factor 15","9518"
"ENSG00000105717",4.6375972711029,-2.0153924748198,0.913768820351496,-2.20558245141758,0.0274132489048681,0.0496751503736703,"PBX4","PBX homeobox 4","80714"
"ENSG00000160321",1.6251180115212,4.07876626499078,1.67820712495423,2.43043078791721,0.0150808860920974,0.0288441007781702,"ZNF208","zinc finger protein 208","7757"
"ENSG00000075702",146.955080361503,-2.81304890570663,0.182068654041334,-15.4504844368652,7.48785654969288e-54,1.39666037337761e-52,"WDR62","WD repeat domain 62","284403"
"ENSG00000275395",4.08757244803245,2.77960187444798,1.11271196456469,2.49804258691099,0.0124881190291251,0.0242465729906188,"FCGBP","Fc gamma binding protein","8857"
"ENSG00000167600",455.233179031401,2.13163847206596,0.197927055667799,10.7698185317509,4.77942276952907e-27,4.32080904054117e-26,"CYP2S1","cytochrome P450 family 2 subfamily S member 1","29785"
"ENSG00000167601",8245.06804500101,-2.14234576631294,0.0404435481969231,-52.9712614699798,0,0,"AXL","AXL receptor tyrosine kinase","558"
"ENSG00000234465",7.08971621823787,2.21141864001503,0.825610436253359,2.67852554050855,0.00739470923880313,0.014904581982145,"PINLYP","phospholipase A2 inhibitor and LY6/PLAUR domain containing","390940"
"ENSG00000104783",13.8937151091435,-2.57497877327572,0.568669016916812,-4.52807994927637,5.95220625402238e-06,1.76769023896631e-05,"KCNN4","potassium calcium-activated channel subfamily N member 4","3783"
"ENSG00000125740",42.1859883685446,2.1709804385069,0.331864497366873,6.54176766641869,6.07959016080128e-11,2.6735699920257e-10,"FOSB","FosB proto-oncogene, AP-1 transcription factor subunit","2354"
"ENSG00000167554",86.7634158101574,2.07537194590528,0.225112523731087,9.21926471040973,2.99144457621642e-20,2.09472108578534e-19,"ZNF610","zinc finger protein 610","162963"
"ENSG00000080031",5.03117335325514,-2.17092372147433,0.88135622502839,-2.46316263484087,0.0137717431490341,0.0265085842688648,"PTPRH","protein tyrosine phosphatase receptor type H","5794"
"ENSG00000095752",1899.4150773227,2.59864157977609,0.137499875492508,18.8992286027028,1.15732189756405e-79,3.542557526278e-78,"IL11","interleukin 11","3589"
"ENSG00000187902",3.12131095600446,3.95445107721741,1.44948489928782,2.72817680209043,0.00636854638652196,0.0129888766086183,"SHISA7","shisa family member 7","729956"
"ENSG00000093009",99.8219319032991,-2.47489259985414,0.219041060522734,-11.2987610357067,1.33082279141308e-29,1.3081252141578e-28,"CDC45","cell division cycle 45","8318"
"ENSG00000100027",28.3336807653258,2.43850148677912,0.40968296481833,5.95216715408327,2.64614905302862e-09,1.03999155909388e-08,"YPEL1","yippee like 1","29799"
"ENSG00000184117",601.648439964638,-2.19696953727668,0.0885452910366234,-24.8118167725937,6.68400711794377e-136,5.16313303759908e-134,"NIPSNAP1","nipsnap homolog 1","8508"
"ENSG00000100297",399.329319916742,-2.46315174328703,0.121354309102317,-20.2971922588285,1.36144955361929e-91,5.24460227522167e-90,"MCM5","minichromosome maintenance complex component 5","4174"
"ENSG00000168135",1.39509861489804,3.84186966871406,1.71839679557339,2.23572906945052,0.0253695236531227,0.0463073057006275,"KCNJ4","potassium inwardly rectifying channel subfamily J member 4","3761"
"ENSG00000184949",51.8053084338374,2.16291350130902,0.283920047611467,7.61803725909795,2.57561962293276e-14,1.37534172699059e-13,"FAM227A","family with sequence similarity 227 member A","646851"
"ENSG00000179750",69.6758099373345,-3.27197289487007,0.289257177871996,-11.3116394170104,1.14921916244989e-29,1.13339435312738e-28,"APOBEC3B","apolipoprotein B mRNA editing enzyme catalytic subunit 3B","9582"
"ENSG00000100311",37.763050005029,3.53880768308447,0.42421340994428,8.34204577254944,7.30161783484545e-17,4.37741038339333e-16,"PDGFB","platelet derived growth factor subunit B","5155"
"ENSG00000128285",5.9588920247441,-2.18782460467535,0.813260588428975,-2.69018889615898,0.00714115843967862,0.01443494336471,"MCHR1","melanin concentrating hormone receptor 1","2847"
"ENSG00000100162",56.2735293019594,-3.23778731168843,0.320859145675596,-10.0909927465866,6.05539774023822e-24,4.96892871298525e-23,"CENPM","centromere protein M","79019"
"ENSG00000075218",209.168437446,-3.10050985315661,0.168997191579232,-18.3465170289707,3.51963799893871e-75,1.00637091155701e-73,"GTSE1","G2 and S-phase expressed 1","51512"
"ENSG00000128165",218.128289916342,-2.25959669801501,0.15514970044458,-14.5639771880974,4.7605630477949e-48,7.81283061258798e-47,"ADM2","adrenomedullin 2","79924"
"ENSG00000277117",12.0077972011088,3.12729422244435,0.687392119507554,4.54950549139948,5.37721308373591e-06,1.60468045787701e-05,"LOC102723996","ICOS ligand","102723996"
"ENSG00000154736",354.049538334465,2.64612251103735,0.134959648072035,19.6067680142806,1.35365206573507e-85,4.68821187273597e-84,"ADAMTS5","ADAM metallopeptidase with thrombospondin type 1 motif 5","11096"
"ENSG00000198743",1999.10327890814,2.53453041318333,0.0670975515312789,37.7738137285354,0,0,"SLC5A3","solute carrier family 5 member 3","6526"
"ENSG00000157542",18.2993001044904,4.32466366552918,0.730661887760097,5.91883022499885,3.24239448501495e-09,1.26656839374929e-08,"KCNJ6","potassium inwardly rectifying channel subfamily J member 6","3763"
"ENSG00000157551",25.3691609297898,2.89480034128302,0.475921637338397,6.08251467084426,1.18312067035822e-09,4.76282738621153e-09,"KCNJ15","potassium inwardly rectifying channel subfamily J member 15","3772"
"ENSG00000171587",2.56165833847439,-4.90288392564614,1.51500674253742,-3.23621261079968,0.00121127128162796,0.00275575890349097,"DSCAM","DS cell adhesion molecule","1826"
"ENSG00000160179",79.1044566654909,2.69008844044185,0.24976853058392,10.7703257658314,4.75316406169071e-27,4.29970463311985e-26,"ABCG1","ATP binding cassette subfamily G member 1","9619"
"ENSG00000160190",26.4341579731143,2.62618482073587,0.738984462701389,3.55377542192936,0.000379743338272455,0.000922716273529612,"SLC37A1","solute carrier family 37 member 1","54020"
